Column1;Column2;Column3;Column4;Column5
Ультразвуковые датчики расстояния EGE-Elektronik AGKU;;"Выводить название?:; Да; Комплектация:; a:2:{s:4:""TEXT"";s:144:""В комплектацию не входят: ответные разъемы для подключения в систему, адаптеры; Питание:; 18.. 30 V DC; Производители:; 14419";https://sensoren.ru/product/ultrazvukovie_datchiki_rasstoyaniya_ege-elektronik_agku/;под заказ
Магнитострикционные датчики линейных перемещений AMT Linear Position Sensor серии KF SSI;;"Конструкция:; Стержневой для установки в гидроцилиндры; Серия:; KF; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -40; Диапазон измерения, мм:; 20000";https://sensoren.ru/product/magnitostriktsionnye_datchiki_lineynykh_peremeshcheniy_amt_linear_position_sensor_serii_kf_ssi/;под заказ
Инклинометр Baumer GNAMG.0153PA2;;"Серия:; GNAMG; Выходной код:; Двоичный; Разрешение, °:; 0,1-1; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -25; Артикул:; GNAMG.0153PA2; Вес, грамм:; 250";https://sensoren.ru/product/inklinometr_baumer_gnamg_0153pa2/;под заказ
Инклинометр Balluff BSI R65K0-XA-MYS015-S115;78 780 руб.;"Разрешение:; ? 0,01°; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -40";https://sensoren.ru/product/inklinometr_balluff_bsi_r65k0_xa_mys015_s115/;под заказ
Инклинометр Balluff BSI Q41K0-XB-MYS015-S92;45 980 руб.;"Разрешение:; ? 0,09°; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -25";https://sensoren.ru/product/inklinometr_balluff_bsi_q41k0_xb_mys015_s92/;под заказ
Инклинометр Balluff BSI R65K0-XA-MXS090-S115;76 320 руб.;"Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/inklinometr_balluff_bsi_r65k0_xa_mxs090_s115/;под заказ
Инклинометр Balluff BSI Q41K0-XA-MXS015-S92;43 300 руб.;"Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -25; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/inklinometr_balluff_bsi_q41k0_xa_mxs015_s92/;под заказ
Ультразвуковой датчик расстояния Balluff BUS M30M1-XC-03/025-S92K;68 720 руб.;"Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Размер резьбы корпуса:; M30";https://sensoren.ru/product/ultrazvukovoy_datchik_rasstoyaniya_balluff_bus002n/;под заказ
Оптические датчики расстояния DATASENSING S85;;"Время измерения:; 45мс (SLOW mode); 30мс (MEDIUM mode); 15мс (FAST mode); Выводить название?:; Да; Комплектация:; В комплектацию не входят: ответные разъемы для подключения в систему";https://sensoren.ru/product/opticheskie_datchiki_rasstoyaniya_datalogic-datasensor_s85/;под заказ
Одноосевые инклинометры IFM Electronic;;"Выводить название?:; Да; Выходной сигнал:; 4.. 20 мА, 0.5.. 4.5 В или 0.. 10 В; Диапазон измерения, м:; -20°.. +20° или -90°.. +90°; Комплектация:; a:2:{s:4:""TEXT"";s:78:""В комплектацию не входят: ответные разъемы";https://sensoren.ru/product/odnoosevie_inklinometri_ifm_electronic/;под заказ
Инклинометр Balluff BSI R65K0-XA-MYS090-S115;78 780 руб.;"Разрешение:; ? 0,01°; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -40";https://sensoren.ru/product/inklinometr_balluff_bsi_r65k0_xa_mys090_s115/;под заказ
Ультразвуковой датчик расстояния Balluff BUS W18M1-XA-03/025-S92G;47 990 руб.;"Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Размер резьбы корпуса:; M18";https://sensoren.ru/product/ultrazvukovoy_datchik_rasstoyaniya_balluff_bus0050/;под заказ
Индуктивный датчик линейных перемещений Balluff BIP CD2-T017-04-BP02;44 180 руб.;"Разрешение, мкм:; 250; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Размер прямоугольного корпуса, мм:; 30x18x40,5";https://sensoren.ru/product/induktivnyy_datchik_lineynykh_peremeshcheniy_balluff_bip001l/;под заказ
Инклинометр Balluff BSI R65K0-XB-MXP360-S115;76 320 руб.;"Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -40; Аналоговый выход по току, мА:; 4-20";https://sensoren.ru/product/inklinometr_balluff_bsi_r65k0_xb_mxp360_s115/;под заказ
Оптический датчик расстояния Balluff BOD 63M-LB05-S115;;"Размер светового пятна, мм:; 10; Серия:; BOD 63M; Метод измерения:; Измерение времени пролета луча (Light time-of-flight); Диапазоны измерения расстояния:; 1 м ...< 10 м; Дальность измерения Min, м:; 0,2; Дальность измерения Max, м:; 6";https://sensoren.ru/product/opticheskiy_datchik_rasstoyaniya_balluff_bod_63m_lb05_s115/;под заказ
Оптический датчик расстояния Balluff BOD 37M-LB01-S92;112 480 руб.;"Размер светового пятна, мм:; 15; Серия:; BOD 37M; Метод измерения:; Измерение времени пролета луча (Light time-of-flight); Диапазоны измерения расстояния:; 1 м ...< 10 м; Дальность измерения Min, м:; 0,2; Дальность измерения Max, м:; 10";https://sensoren.ru/product/opticheskiy_datchik_rasstoyaniya_balluff_bod_37m_lb01_s92/;под заказ
Индуктивный датчик линейных перемещений Balluff BIP AD2-T014-01-EB02-506;53 790 руб.;"Разрешение, мкм:; 250; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Размер прямоугольного корпуса, мм:; 35x35x31";https://sensoren.ru/product/induktivnyy_datchik_lineynykh_peremeshcheniy_balluff_bip000w/;под заказ
Balluff BUS M30;;"Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -15; Выводить название?:; Да; Диапазон срабатывания, мм:; 1";https://sensoren.ru/product/ultrazvukovie_datchiki_rasstoyaniya_balluff_bus_m30/;под заказ
Магнитострикционные датчики линейных перемещений AMT Linear Position Sensor серии KS EtherCAT;;"Серия:; KS; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -40; Диапазон измерения, мм:; 2800; Картинки:; Array";https://sensoren.ru/product/magnitostriktsionnye_datchiki_lineynykh_peremeshcheniy_amt_linear_position_sensor_serii_ks_ethercat/;под заказ
Индуктивный датчик расстояния Telemecanique XS9C4A2A2G13;;"Серия:; XS9; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Размер прямоугольного корпуса, мм:; 40x40x117; Аналоговый выход по току, мА:; 4-20";https://sensoren.ru/product/induktivnyy_datchik_rasstoyaniya_telemecanique_xs9c4a2a2g13/;под заказ
Индуктивный датчик расстояния Telemecanique XS9C4A2A1G13;;"Серия:; XS9; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Размер прямоугольного корпуса, мм:; 40x40x117; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/induktivnyy_datchik_rasstoyaniya_telemecanique_xs9c4a2a1g13/;под заказ
Оптический датчик расстояния Balluff BOD 26K-LB06-S92-C;150 640 руб.;"Размер светового пятна, мм:; 1.5x3.25; Серия:; BOD 26K; Метод измерения:; Триангуляция; Диапазоны измерения расстояния:; < 1000 мм; Дальность измерения Min, мм:; 30; Дальность измерения Max, мм:; 100";https://sensoren.ru/product/opticheskiy_datchik_rasstoyaniya_balluff_bod_26k_lb06_s92_c/;под заказ
Ультразвуковой датчик расстояния Balluff BUS M18M1-XA-12/100-S92G;47 990 руб.;"Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Размер резьбы корпуса:; M18";https://sensoren.ru/product/ultrazvukovoy_datchik_rasstoyaniya_balluff_bus0052/;под заказ
Ультразвуковые датчики расстояния Pepperl Fuchs UB4000-F42;;"Выводить название?:; Да; Код товара:; Pepperl Fuchs UB4000-F42; Комплектация:; В комплектацию не входят: ответные разъемы для подключения в систему, адаптеры; Питание:; DC";https://sensoren.ru/product/ultrazvukovie_datchiki_rasstoyaniya_pepperl_fuchs_ub4000-f42/;под заказ
Оптические датчики расстояния Leuze Electronic ODSL 30;;"Время измерения:; 30.. 100 мс; Выводить название?:; Да; Комплектация:; В комплектацию не входят: ответные разъемы для подключения в систему";https://sensoren.ru/product/opticheskie_datchiki_rasstoyaniya_leuze_electronic_odsl_30/;под заказ
Магнитострикционные датчики линейных перемещений AMT Linear Position Sensor серии LH с аналоговым выходом;;"Конструкция:; Стержневой для установки в гидроцилиндры; Серия:; LH; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -40; Аксессуары:; Array; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/magnitostriktsionnye_datchiki_lineynykh_peremeshcheniy_amt_linear_position_sensor_serii_lh_s_analogo/;под заказ
Магнитострикционные датчики линейных перемещений AMT Linear Position Sensor серии KD SSI;;"Конструкция:; Стержневой для установки в гидроцилиндры; Серия:; KD; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -40; Аксессуары:; Array; Диапазон измерения, мм:; 2800";https://sensoren.ru/product/magnitostriktsionnye_datchiki_lineynykh_peremeshcheniy_amt_linear_position_sensor_lineyki_kd_s_inter/;под заказ
Инклинометр Baumer GIM500R-M112.KC4.A;93 813 руб.;"Количество жил:; 4; Разрешение, бит:; 12; Серия:; GIM500R; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -40; Размер прямоугольного корпуса, мм:; 48x24x52; Аксессуары:; Array";https://sensoren.ru/product/inklinometr_baumer_gim500r_m112_kc4_a/;под заказ
Инклинометр Balluff BSI R65K0-XA-MXS015-S115;76 320 руб.;"Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -40; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/inklinometr_balluff_bsi_r65k0_xa_mxs015_s115/;под заказ
Магнитострикционные датчики линейных перемещений MTS Sensors Temposonics GP;;"Диапазон измерений, мм:; 0...5000 (для цифрового сигнала); Тип интерфейса:; Start/Stop";https://sensoren.ru/product/magnitostriktsionnye-datchiki-lineynykh-peremeshcheniy-mts-sensors-temposonics-gp/;под заказ
Индуктивный датчик линейных перемещений Balluff BIP LD2-T070-03-S75;47 990 руб.;"Разрешение, мкм:; 300; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -25; Размер прямоугольного корпуса, мм:; 92,5x21x22";https://sensoren.ru/product/induktivnyy_datchik_lineynykh_peremeshcheniy_balluff_bip001h/;под заказ
Лазерный датчик расстояния Pepperl Fuchs VDM70-250-R/20/87/160;;"Разрешение, мм:; 0,1; Серия:; VDM70; Источник излучения:; Лазер; Метод измерения:; Pulse Ranging Technology (PRT) Технология импульсного измерения; Диапазоны измерения расстояния:; 150 м ...< 300 м; Дальность измерения Min, м:; 0,5; Дальность измерения Max, м:; 250";https://sensoren.ru/product/lazernyy_datchik_rasstoyaniya_pepperl_fuchs_vdm70_250_r_20_87_160/;под заказ
Инклинометр Baumer GIM500R-M118.FC4.A;93 813 руб.;"Число контактов, pin:; 8; Разрешение, бит:; 12; Серия:; GIM500R; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -40; Размер прямоугольного корпуса, мм:; 48x24x52; Аксессуары:; Array";https://sensoren.ru/product/inklinometr_baumer_gim500r_m118_fc4_a/;под заказ
Оптический датчик расстояния Balluff BOD 63M-LA02-S115;130 090 руб.;"Размер светового пятна, мм:; 9; Серия:; BOD 63M; Метод измерения:; Измерение времени пролета луча (Light time-of-flight); Диапазоны измерения расстояния:; 1 м ...< 10 м; Дальность измерения Min, м:; 0,2; Дальность измерения Max, м:; 2";https://sensoren.ru/product/opticheskiy_datchik_rasstoyaniya_balluff_bod_63m_la02_s115/;под заказ
Индуктивный датчик расстояния Telemecanique XS4P18AB110;;"Серия:; XS4; Длина корпуса, мм:; 41; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Размер резьбы корпуса:; M18";https://sensoren.ru/product/induktivnyy_datchik_rasstoyaniya_telemecanique_xs4p18ab110/;под заказ
Ультразвуковой датчик расстояния Balluff BUS W18M1-XB-02/015-S92G;47 990 руб.;"Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Размер резьбы корпуса:; M18";https://sensoren.ru/product/ultrazvukovoy_datchik_rasstoyaniya_balluff_bus0027/;под заказ
Ультразвуковой датчик расстояния Balluff BUS W18M1-XA-07/035-S92G;47 990 руб.;"Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Размер резьбы корпуса:; M18";https://sensoren.ru/product/ultrazvukovoy_datchik_rasstoyaniya_balluff_bus004r/;под заказ
Индуктивный датчик линейных перемещений Balluff BIP ED2-B103-03-S4;56 470 руб.;"Разрешение, мкм:; 300; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -25; Размер прямоугольного корпуса, мм:; 121x21x22";https://sensoren.ru/product/induktivnyy_datchik_lineynykh_peremeshcheniy_balluff_bip000u/;под заказ
Индуктивный датчик расстояния Balluff BAW M12MD-UAC70G-S04G;32 360 руб.;"Длина корпуса, мм:; 45; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -40; Размер резьбы корпуса:; M12";https://sensoren.ru/product/induktivnyy_datchik_rasstoyaniya_balluff_baw004j/;под заказ
Лазерный датчик смещения LANBAO PDE-CR100TGR;28 780 руб.;"Класс лазера:; 2; Страна происхождения:; Китай; Серия:; PDE; Время отклика, мс:; 10; Потребляемая мощность, Вт:; 0,96; Диапазоны измерения расстояния:; < 1000 мм; Дальность измерения Min, мм:; 65";https://sensoren.ru/product/kompaktnyy_vysokotochnyy_tsifrovoy_lazernyy_datchik_peremeshcheniya_lanbao_pde_cr100tgr/;под заказ
Индуктивный датчик расстояния ТЕКО ISAN E41A-43P-8-P;3 420 руб.;"Страна происхождения:; Россия; Серия:; IS; Длина корпуса, мм:; 76; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -15; Размер резьбы корпуса:; M18";https://sensoren.ru/product/induktivnyy_datchik_rasstoyaniya_teko_isan_e41a_43p_8_p/;под заказ
Магнитострикционные датчики линейных перемещений AMT Linear Position Sensor серии GS SSI;;"Конструкция:; Стержневой для установки в гидроцилиндры; Серия:; GS; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -40; Аксессуары:; Array; Диапазон измерения, мм:; 5600";https://sensoren.ru/product/magnitostriktsionnye_datchiki_lineynykh_peremeshcheniy_amt_linear_position_sensor_serii_gs_ssi/;под заказ
Индуктивный датчик расстояния ТЕКО ISAN E8A-43P-15-P;3 870 руб.;"Страна происхождения:; Россия; Серия:; IS; Длина корпуса, мм:; 76; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -15; Размер резьбы корпуса:; M30";https://sensoren.ru/product/induktivnyy_datchik_rasstoyaniya_teko_isan_e8a_43p_15_p/;под заказ
Индуктивный датчик расстояния Balluff BAW MKV-020.19-S4;49 100 руб.;"Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -10; Размер прямоугольного корпуса, мм:; 80x45x20";https://sensoren.ru/product/induktivnyy_datchik_rasstoyaniya_balluff_baw003l/;под заказ
Датчик скорости вращения ТЕКО IV11B AT81A5-01G-10E-L;;"Страна происхождения:; Россия; Серия:; IV; Длина корпуса, мм:; 112; Температура эксплуатации Max, °C:; 75; Температура эксплуатации Min, °C:; -25; Размер резьбы корпуса:; M30; Артикул:; IV11B AT81A5-01G-10E-L";https://sensoren.ru/product/datchik_skorosti_vrashcheniya_teko_iv11b_at81a5_01g_10e_l/;под заказ
Ультразвуковой датчик расстояния Baumer UNAM 12U9914/S14;89 183 руб.;"Серия:; UNAM; Индикация срабатывания:; да; Температура эксплуатации Max, °C:; 60; Температура эксплуатации Min, °C:; -10; Размер резьбы корпуса:; M12";https://sensoren.ru/product/ultrazvukovoy_datchik_rasstoyaniya_baumer_unam_12u9914_s14/;под заказ
Лазерный датчик расстояния Banner LG5B65PI;;"Фокусное расстояние, мм:; 53; Режим измерения:; Отражение от объекта; Метод измерения:; Триангуляция; Диапазоны измерения расстояния:; < 1000 мм; Дальность измерения Min, мм:; 45; Дальность измерения Max, мм:; 60; Фокусное расстояние:; 53";https://sensoren.ru/product/lazernyy_datchik_rasstoyaniya_banner_lg5b65pi/;под заказ
Ультразвуковой датчик Banner QS18UNAEQPMA;;"Число контактов, pin:; 4; Серия:; QS18U; Температура эксплуатации Max, °C:; 60; Температура эксплуатации Min, °C:; -20; Размер прямоугольного корпуса, мм:; 33,5x15x35";https://sensoren.ru/product/ultrazvukovoy_datchik_turck_qs18unaeqpma/;под заказ
Ультразвуковой датчик расстояния Balluff BUS Q62K1-XC-35/340-S92K;64 050 руб.;"Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Аналоговый выход по напряжению, В:; 0-10";https://sensoren.ru/product/ultrazvukovoy_datchik_rasstoyaniya_balluff_bus006j/;под заказ
Индуктивный датчик расстояния Balluff BAW M18ME-UAC50B-BP04-GS04;38 380 руб.;"Длина корпуса, мм:; 36; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -10; Размер резьбы корпуса:; M18";https://sensoren.ru/product/induktivnyy_datchik_rasstoyaniya_balluff_baw0059/;под заказ
Ультразвуковой датчик расстояния Micro Detectors UK1D/G2-0ESY;44 949 руб.;"Серия:; UK1; Длина корпуса, мм:; 91,6; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -20; Размер резьбы корпуса:; M18; Наименование элемента:; Ультразвуковой датчик расстояния Micro Detectors UK1D/G2-0ESY";https://sensoren.ru/product/ultrazvukovoy_datchik_rasstoyaniya_datasensing_uk1d_g2_0esy/;под заказ
Оптический датчик расстояния LANBAO PDB-CM8TGI;30 550 руб.;;https://sensoren.ru/product/opticheskiy_datchik_rasstoyaniya_lanbao_pdb_cm8tgi/;в наличии
Оптический датчик расстояния IFM Electronic O1D100;43 900 руб.;;https://sensoren.ru/product/opticheskiy_datchik_rasstoyaniya_ifm_electronic_o1d100/;в наличии
Оптический датчик расстояния LANBAO PDB-CM8TGU;30 550 руб.;;https://sensoren.ru/product/opticheskiy_datchik_rasstoyaniya_lanbao_pdb_cm8tgu/;в наличии
Оптический датчик расстояния LANBAO PDB-CC50TGI;30 550 руб.;;https://sensoren.ru/product/opticheskiy_datchik_rasstoyaniya_lanbao_pdb_cc50tgi/;в наличии
Датчик скорости вращения IFM Electronic DI602A;;;https://sensoren.ru/product/datchik_skorosti_vrashcheniya_ifm_electronic_di602a/;под заказ
;;;https://sensoren.ru/product/datchik_skorosti_vrashcheniya_sensor_dks_m30_81s_1113_lg_01/;
;;;https://sensoren.ru/product/opticheskiy_datchik_rasstoyaniya_lanbao_pda_cc100tgi/;
;;;https://sensoren.ru/product/datchik_skorosti_vrashcheniya_ifm_electronic_di0101/;
;;;https://sensoren.ru/product/opticheskiy_datchik_rasstoyaniya_lanbao_pda_cc50tgi/;
;;;https://sensoren.ru/product/magnitostriktsionnye-datchiki-lineynykh-peremeshcheniy-mts-sensors-temposonics-rh/;
;;;https://sensoren.ru/product/opticheskiy_datchik_rasstoyaniya_ifm_electronic_o5d100/;
;;;https://sensoren.ru/product/datchik_skorosti_vrashcheniya_ifm_electronic_di5020/;
Ультразвуковой датчик расстояния Telemecanique XX918A3F1M12;;"Число контактов, pin:; 4; Тип ультразвукового датчика:; диффузионный; Серия:; XX9; Минимальный размер объекта, мм:; 1,6; Длина корпуса, мм:; 79; Температура эксплуатации Max, °C:; 65; Слепая зона, мм:; 0-51";https://sensoren.ru/product/ultrazvukovoy_datchik_rasstoyaniya_telemecanique_xx918a3f1m12/;под заказ
Инклинометр Balluff BSI Q41K0-XB-MYS030-S92;45 980 руб.;"Разрешение:; ? 0,09°; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -25";https://sensoren.ru/product/inklinometr_balluff_bsi_q41k0_xb_mys030_s92/;под заказ
Ультразвуковой датчик расстояния Balluff BUS W18M1-XA-02/015-S92G;47 990 руб.;"Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Размер резьбы корпуса:; M18";https://sensoren.ru/product/ultrazvukovoy_datchik_rasstoyaniya_balluff_bus0028/;под заказ
Индуктивный датчик расстояния Balluff BAW M12MF2-UAC40F-BP00,5-GS04;32 360 руб.;"Длина корпуса, мм:; 65; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -10; Размер резьбы корпуса:; M12";https://sensoren.ru/product/induktivnyy_datchik_rasstoyaniya_balluff_baw0015/;под заказ
Оптические датчики расстояния Leuze Electronic ODKL 96B TOF;;"Время измерения:; 1.4.. 50 мс; Выводить название?:; Да; Комплектация:; В комплектацию не входят: ответные разъемы для подключения в систему";https://sensoren.ru/product/opticheskie_datchiki_rasstoyaniya_leuze_electronic_odkl_96b_tof/;под заказ
Инклинометр Baumer GIM500R-M112.FC4.A;93 813 руб.;"Число контактов, pin:; 8; Разрешение, бит:; 12; Серия:; GIM500R; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -40; Размер прямоугольного корпуса, мм:; 48x24x52; Аксессуары:; Array";https://sensoren.ru/product/inklinometr_baumer_gim500r_m112_fc4_a/;под заказ
Индуктивный датчик расстояния Balluff BAW M18ME-UAC50B-BP00,2-GS49;34 790 руб.;"Длина корпуса, мм:; 36; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -10; Размер резьбы корпуса:; M18";https://sensoren.ru/product/induktivnyy_datchik_rasstoyaniya_balluff_baw0020/;под заказ
Индуктивный датчик расстояния ТЕКО ISAB A41A-31P-5-P;3 120 руб.;"Страна происхождения:; Россия; Серия:; IS; Длина корпуса, мм:; 76; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -15; Размер резьбы корпуса:; M18";https://sensoren.ru/product/induktivnyy_datchik_rasstoyaniya_teko_isab_a41a_31p_5_p/;под заказ
Оптические датчики расстояния Balluff BOD 6K;;"Выводить название?:; Да; Код товара:; Balluff BOD 6K; Комплектация:; В комплектацию не входят: ответные разъемы для подключения в систему";https://sensoren.ru/product/opticheskie_datchiki_rasstoyaniya_balluff_bod_6k/;под заказ
Индуктивный датчик расстояния Balluff BAW M12MF-ICC70G-BP02;32 360 руб.;"Длина корпуса, мм:; 43; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -40; Размер резьбы корпуса:; M12";https://sensoren.ru/product/induktivnyy_datchik_rasstoyaniya_balluff_baw004t/;под заказ
Оптический датчик расстояния Telemecanique XUJK803538;;"Режим измерения:; Отражение от объекта; Серия:; XUJ; Диапазоны измерения расстояния:; < 1000 мм; Дальность измерения Min, мм:; 200; Дальность измерения Max, мм:; 800; Температура эксплуатации Max, °C:; 55";https://sensoren.ru/product/opticheskiy_datchik_rasstoyaniya_telemecanique_xujk803538/;под заказ
Магнитострикционные датчики линейных перемещений AMT Linear Position Sensor серии KP Profibus-DP;;"Серия:; KP; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -40; Аксессуары:; Array; Диапазон измерения, мм:; 5000";https://sensoren.ru/product/magnitostriktsionnye_datchiki_lineynykh_peremeshcheniy_amt_linear_position_sensor_serii_kp_profibus_/;под заказ
Оптический датчик расстояния Balluff BOD 63M-LA05-S115;134 790 руб.;"Размер светового пятна, мм:; 10; Серия:; BOD 63M; Метод измерения:; Измерение времени пролета луча (Light time-of-flight); Диапазоны измерения расстояния:; 1 м ...< 10 м; Дальность измерения Min, м:; 0,2; Дальность измерения Max, м:; 6";https://sensoren.ru/product/opticheskiy_datchik_rasstoyaniya_balluff_bod_63m_la05_s115/;под заказ
Ультразвуковой датчик расстояния Balluff BUS M18M1-XA-02/015-S92G;47 990 руб.;"Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Размер резьбы корпуса:; M18";https://sensoren.ru/product/ultrazvukovoy_datchik_rasstoyaniya_balluff_bus0026/;под заказ
Индуктивный датчик линейных перемещений Balluff BIP AD0-F014-01-EP00,5-S4-510;59 350 руб.;"Разрешение, мкм:; 250; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Размер прямоугольного корпуса, мм:; 25,5x35x31";https://sensoren.ru/product/induktivnyy_datchik_lineynykh_peremeshcheniy_balluff_bip0020/;под заказ
Ультразвуковой датчик расстояния Balluff BUS M18M1-XA-07/035-S92G;47 990 руб.;"Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Размер резьбы корпуса:; M18";https://sensoren.ru/product/ultrazvukovoy_datchik_rasstoyaniya_balluff_bus004t/;под заказ
Индуктивный датчик линейных перемещений Balluff BIP ED2-B048-03-S75;43 070 руб.;"Разрешение, мкм:; 400; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -25; Размер прямоугольного корпуса, мм:; 64x21x22";https://sensoren.ru/product/induktivnyy_datchik_lineynykh_peremeshcheniy_balluff_bip000m/;под заказ
Ультразвуковые датчики расстояния Leuze Electronic VRTU 430;;"Выводить название?:; Да; Комплектация:; a:2:{s:4:""TEXT"";s:152:""В комплектацию не входят: ответные разъемы для подключения в систему, адаптеры, PGU 01; Питание:; DC; Производители:; 14422";https://sensoren.ru/product/ultrazvukovie_datchiki_rasstoyaniya_leuze_electronic_vrtu_430/;под заказ
Ультразвуковой датчик расстояния Balluff BUS M12M1-XA-02/015-S04G;47 990 руб.;"Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Размер резьбы корпуса:; M12";https://sensoren.ru/product/ultrazvukovoy_datchik_rasstoyaniya_balluff_bus0067/;под заказ
Ультразвуковой датчик расстояния Balluff BUS M30M1-XC-07/035-S92K;68 720 руб.;"Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -25; Размер резьбы корпуса:; M30";https://sensoren.ru/product/ultrazvukovoy_datchik_rasstoyaniya_balluff_bus005k/;под заказ
Магнитострикционные датчики линейных перемещений AMT Linear Position Sensor серии KF CANopen;;"Конструкция:; Стержневой для установки в гидроцилиндры; Серия:; KF; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -40; Аксессуары:; Array; Диапазон измерения, мм:; 20000";https://sensoren.ru/product/magnitostriktsionnye_datchiki_lineynykh_peremeshcheniy_amt_linear_position_sensor_serii_kf_canopen/;под заказ
Инклинометр Baumer GIM500R-M260.FC4.A;105 539 руб.;"Число контактов, pin:; 8; Разрешение, бит:; 12; Серия:; GIM500R; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -40; Размер прямоугольного корпуса, мм:; 48x24x52; Аксессуары:; Array";https://sensoren.ru/product/inklinometr_baumer_gim500r_m260_fc4_a/;под заказ
Инклинометр Baumer GIM500R-M245.KC4.A;93 813 руб.;"Количество жил:; 4; Разрешение, бит:; 12; Серия:; GIM500R; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -40; Размер прямоугольного корпуса, мм:; 48x24x52; Аксессуары:; Array";https://sensoren.ru/product/inklinometr_baumer_gim500r_m245_kc4_a/;под заказ
Оптический датчик расстояния Telemecanique XUK8TAE2MM12;;"Число контактов, pin:; 5; Класс лазера:; 1; Режим измерения:; Отражение от объекта; Серия:; XUK; Источник излучения:; Лазер; Материал линзы:; PMMA; Диапазоны измерения расстояния:; 1 м ...< 10 м";https://sensoren.ru/product/opticheskiy_datchik_rasstoyaniya_telemecanique_xuk8tae2mm12/;под заказ
